12/31/1987,EQ-DE,EQ-EM,BO-CO,NAREIT,Gold,Risk Free
5/30/2014,0.016259594,0.032563603,0.001755912,0.02758794,-0.006547261,0
6/30/2014,0.016459459,0.022462934,0.005673879,0.01178315,0.024917733,0
7/31/2014,-0.016669582,0.014272282,0.007035668,-0.001904193,-0.011426593,0
8/29/2014,0.020027964,0.020740775,-0.00407904,0.03381266,-0.044112554,0
9/30/2014,-0.028752985,-0.075885208,0.010062113,-0.05634156,-0.013181153,0
10/31/2014,0.00570181,0.01068907,-0.002973719,0.08723937,-0.037782856,0
11/28/2014,0.018386012,-0.011177358,0.001986036,0.0229791,0.022094256,0
12/31/2014,-0.017145761,-0.048179832,0.019810037,0.01091395,0.041217831,0
1/30/2015,-0.018796003,0.00553901,-0.000615474,0.05594709,-0.019697114,0
2/27/2015,0.05682438,0.029814737,0.0004851,-0.02580563,-0.039568489,0
3/31/2015,-0.018076985,-0.015857211,0.009170623,0.01150221,0.016358367,0
4/30/2015,0.021591049,0.075119129,-0.017212924,-0.04710236,0.000953854,0
5/29/2015,0.000510009,-0.041576436,-0.012238501,-0.001140621,-0.014634959,0
6/30/2015,-0.024556752,-0.031829742,0.000653939,-0.04318539,-0.043561059,0
7/31/2015,0.017279774,-0.072592142,0.003215738,0.04854727,-0.011116412,0
8/31/2015,-0.06806396,-0.091990915,-0.001631751,-0.05676493,0.006314967,0
